DocURL	DocID	SentID	LC	Match	RC	N2Num	N2Typ	N1Lemma	N1Pl	LE
http://www.slc-bockum-hoevel.de/html/body_vereinsgeschichte.html	ce821befc21e3f73acd2fa7884aaa776f748	45	Dabei hatte unter anderem auch das Training zum Erwerb des Sportabzeichens einen hohen Stellenwert . Zu den beliebten Jugend - , Frauen - und Männerabteilungen hat Franz Walczak eine Kinderabteilung sowie die Mutter /	Kindabteilung	ins Leben gerufen und diese mit grossem Erfolg über Jahre geleitet . Durch seinen unermüdlichen Einsatz machte Franz Walczak den Skiclub mit seinen Erfolgen im Skilauf und in der Leichtathletik weit über die Stadtgrenzen hinaus bekannt .	Sg	Ind	Kind	er	0
http://forum.jtl-software.de/arbeitsablaeufe-jtl-wawi/38460-konfigurator-wiki-fuer-lose-ware-09975x.html	6e3d0c1906c7d9ed684d24248ca8074fa148	5	Für eine kleine Anleitung / Denkanstoss wäre bestimmt nicht nur ich dankbar . Wir hätten z.B. folgendes Szenario : Einen Vaterartikel mit Beschreibung und Bilder mit Variationen in der Menge incl. Lagerhaltung für die	Kindartikel	, die wir im Shop abbilden können . Können die Kindartikel dann auch über den Shopexport als eigenständige Amazonartikel exportiert werden ?	Sg	Ind	Kind	er	0
http://www.niederkassel.de/staticsite/staticsite.php?menuid=145%26topmenu=36	e3b6138b063a398c1f7e91cd02bbb5a845c4	36	Badeschuhe dürfen im Schwimmbecken nicht benutzt werden . Im Mutter /	Kindbereich	( Wintergarten ) dürfen sich nur Kinder bis zu 8 Jahren in Begleitung eines Erwachsenen aufhalten . Bänke und Liegen dürfen nicht reserviert oder mit Taschen , Handtüchern etc. blockiert werden .	Sg	Ind	Kind	er	0
http://www.kinder-trotz-ms.de/Publikationen/Fragen_Antworten/Kinderwunsch/kinderwunsch.html	e35a503a71078ebcbdbe21a3ffc4120f1bba	31	Dieses Phänomen macht wieder den Zusammenhang mit dem Immunsystem deutlich : während der Schwangerschaft sind zahlreiche , die Abwehr unterdrückende Mechanismen im Gange . Im	Kindbett	und den Monaten danach kommt es jedoch bei 20 % - 40 % der Betroffenen zu Schüben . Dies verschlechtert aber nicht den Gesamtkrankheitsverlauf .	Sg	Ind	Kind	er	0
http://forum.jswelt.de/javascript/37140-problem-div-container-innerhtml-verbindung-onmouseout.html	eb49a8582f26949f1dfbfa901a3bcd7014ec	29	Das ist doch ein völlig logisches Verhalten - schliesslich verlässt Du ja den Container und begibst Dich in ein anderes Element . Du müsstest innerhalb des Event-Handlers abklären , ob sich der Pointer wirklich ausserhalb des Containers oder nur in einem	Kindelement	befindet . Grüsse > > > uriblank - die deutschsprachige ASP.NET Community > > > uriblank - die deutschsprachige C# Community > > > uriblank - das deutschsprachige Programmierer Forum 06 - 04 -2007 20:05 # 3 mmh , der Aufbau meines Container ist ja so das die einzelnen Elemente ( Text , Link , etc ) innerhalb des Containers liegen den ich ausblenden will ich habs schon versucht irgendwie den onmouseout auf das Elternelement ( also den umschließenden Container ) zu bringen aber habs nicht geschafft box.onm ouseout = function(e) { clearbox ( ) ; docum ent.onc ontextmenu = new Function ( " return true " ) } müsste es doch eigentlich machen , oder sehe ich den Wald vor lauter Bäumen nicht 06 - 04 -2007 20:49 # 4 box.onm ouseout = function(e) { if ( ! e ) e = event ; var from = e.tar get || e.fr omElement ; var to = e.rel atedTarget || e.to Element ; if ( from == box & & to.par entNode ! = box ) { / / TODO : Dein code ... } } ; Grüsse 07 - 04 -2007 01:13 # 5 Hi diese Variante funktioniert leider nicht , oder ich bin zu blöd dazu if ( ! e ) e = event ; var from = e.tar get || e.fr omElement ; var to = e.rel atedTarget || e.to Element ; if ( from == box & & to.par entNode ! = box ) { clearbox ( ) ; } das Problem ist das wenn das Menü geöffnet ist und man mit der Maus über die verschiedenen Menüpunkte fährt und z.B. von Link 1 zu Link 2 wechselt das Menü geschlossen wird . das oumouseout sieht irgendwie nicht den übergeordneten container sondern nur die inneren HTML Objekte .	Sg	Ind	Kind	er	0
http://www.fh-wedel.de/%7Esi/seminare/ws00/Ausarbeitung/5.xslt/xslt3.htm	2243baaf819726f4f43d9834cac0feea2e0f	14	Die eingebauten Template Rules entbinden den Anwender von der Definition des Verhaltens für Character Data oder Elemente , zu denen es kein Template gibt . Diese Regeln besagen , dass dann alle	Kindelemente	durchwandert werden und für jedes davon implizit wieder ein aufgerufen wird . Trifft der XSLT-Prozessor dann auf Character Data und ist auch hier kein explizites Template definiert , wird implizit aufgerufen und die Zeichendaten in das Ausgabedokument überführt .	Pl	Ind	Kind	er	0
http://www.loebaufoto.de/denk25.htm	e6b7ad5ae2d74a8c73011a4f0a3299b03f92	13	Davor eine große mit Blattgehängen verzierte Kartusche . Unten seitlich auf Voluten sitzen zwei	Kindengel	mit Schildern ; auf denen ein Baum . Die Inschrift lautet : ...	Sg	Ind	Kind	er	0
http://www.boxen.de/news/mayweather-zu-gefaengnisstrafe-verurteilt-kampf-am-5-mai-in-gefahr-15925	718310e8c0e366aa5177960df8d2ce3d3cda	14	DU Troll hast schon wieder gelöscht !!! Also mal die	Kinderfassung	: In USA , keine Rechte für " Afro-Amerikaner " egal ob reich oder arm . ausserdem " morddrohung " Bul lsh.t !	Sg	Ind	Kind	er	0
http://www.othmar.at/geistl_angebote/stunde_barmherzigkeit/lndk_2010.html	9ed7bcda46c4ae3491421f08626e8e83fd42	9	Pfarrer Richard Posch konnte zahlreich erschienene Besucher wie auch den Perchtoldsdorfer Kammerchor herzlich willkommen heißen . Unsere beiden Pfarrmitglieder Susi und Roland Dihanich , bekannt durch ihre Gestaltung der	Kindermessen	und bei der Erstkommunion , wurden - an diesem Abend als bewährte Mitglieder des Chors SALTO VOCALE - besonders begrüßt . Im Konzert waren Motetten des Komponisten Maurice Duruflé zu hören , die alle die Größe des dreieinigen Gottes und der Gottesmutter Maria besingen .	Pl	Ind	Kind	er	0
http://www.weblexikon.de/Kampfhund.html	66d8487e82849521dda03114974f17401418	314	Wo besteht die größerer Wahrscheinlichkeit hereinzutreten ? Fakt ist weiterhin das nur ca. 2 % der Hundehalter mit Ihren Hunden nicht richtig umgehen können - weil sie keine Sachkunde haben und der Hund nicht mehr Hund sein darf - er wird zum	Kindersatz	. Fakt ist : wenn es eine Pflicht gäbe zum Besuch der Welpenschule und der Junghundeschule - hätten wir erheblich weniger Hundeprobleme ( die übrigens in den letzten 20 Jahren sowieso um über 50 % gesunken sind ) Fakt ist weiterhin das die meisten Unfälle mit Hunden in der Familie vorkommen ( ca. 3 / 4 aller Unfälle ) sagen die Tierärzte !	Sg	Ind	Kind	er	0
