DocURL	DocID	SentID	LC	Match	RC	N2Num	N2Typ	N1Lemma	N1Pl	LE
http://bitze1.beepworld.de/tagebuch3.htm	c5ffe2fe0602f48e8e1e7835ccfab5a8ff50	193	Ich habe alles gemacht , jawoll . Sogar beim	Hundabrufen	auf halber Strecke stoppen und ins Platz - ohne üben !!! - Mein Problem war nur das ich auf einmal rechts am Pferd laufen sollte - hallo ?	Sg	Ind	Hund	e	0
http://www.der-schweinische-bote.de/in/bloxperiment/comments/hund-weihnachten-weihnachtsgeschenk	d7571c6a26cf5dd7a2ff4112e395c269f3c7	34	Besonderer Erwähnung werth sind die Backentaschen , welche einige Hundesippen besitzen : Ausbuchtungen der Mundhöhlenwände , welche durch eine hinter dem Mundwinkel gelegene Oeffnung mit der Mundhöhle in Verbindung stehen und zur zeitweiligen Aufspeicherung der Nahrung dienen . Bei den Meerkatzen , Makaken und Pavianen erreichen sie die höchste Entwickelung und ziehen sich tiefer herab als der Unterkiefer ; bei den Schlankaffen verringern sie sich bis auf ein sehr kleines Säckchen ; den	Hundaffen	wie denen der Neuen Welt fehlen sie gänzlich . Man nennt die Hunde oft auch Vierhänder und stellt ihnen die Zweihänder oder Menschen wegen des abweichenden Hand - und Fußbaues als grundverschiedene Tiere gegenüber .	Pl	Ind	Hund	e	0
http://www.interessengemeinschaft-grenzenlos.de/berichtebilder/ungarn/hundefaengeranlage-baja/stellungnahme--d-stadt-baja-an-ob-waiblingen2.php	9d913626a311366aa7daab3d820d9e64bc06	25	Die von dem Bajaer Kommunalen und Dienstleistenden Nonprofit GmbH betriebene Hundefängeranlage versucht die Probleme 21 Siedlungen zu lösen , diese Siedlungen gehören zur Verein der Bajaer Kleinbereich .. Auf den Gebieten der Siedlungen tauchen periodisch , bzw. in jeder Periode des Jahres solche	Hundarten	auf , die die lokalen Gemeinschaften und die Sicherheit der Bewohner gefährden . Wegen der jetzigen Regelung und den gesetzlichen Regelungen , bzw. infrastrukturellen Ausstattungen können die Siedlungen die auftauchenden Probleme nicht selbstständig bewältigen .	Pl	Ind	Hund	e	0
http://www.frankfurter-gespraeche.de/magazin/Frustrationen-und-mehr.html	343b529a1fa7a1e265b7142364683979f7d7	162	" Lass mich ... darf ich ... bitte ... einmal ... lass mich ... einmal deine Muschi ... küssen ! Lecken ! - Bitte ! " Große	Hundaugen	. Bettelnd ! - Und ich falle nicht tot um , ob dieses Ansinnens .	Pl	Ind	Hund	e	0
http://www.schallgrenzen.de/tag/grunge	cbab0909217b27ad2c615298ce90629822b2	6	Seit dem wir wieder mit Hundedame Ebby Familienzuwachs haben , gehe ich natürlich mit wachsender Begeisterung meine täglichen Runden durch die angrenzende Feldmark . Aber andere	Hundbesitzer	finde ich einfach doof und will mich partout nicht unterhalten . Ich schotte mich mit meine guten In-Ear-Kopfhörern ab , höre nur Read the Rest ...	Pl	Ind	Hund	e	0
http://www.gilmoregirls.de/forum/archive/index.php/t-5665-p-2.html	bef803f7d9db3234dc5566e12c289bf034c1	184	* bestellt einen Kaffee * * nimmt einen Schluck * * verzieht das Gesicht * * geht schnell wieder zu Luke * Bitteeeee ! 28.11.2005 , 21:35 Luke " Nein " * meinte er fest * * setzt den berühmt-berüchtigten	Hundblick	auf * * zieht noch einen Schmollmund * Biiiiitteeee Luke ! 28.11.2005 , 21:40 Luke " Oh nein junge Dame .	Sg	Ind	Hund	e	0
http://forum.pop24.de/archive/index.php/t-1066.html	0528c5addf4b16ab0034652f85239ffbeea7	2822	" schrieen wir gespielt wütend , doch , dass alles nur ein Fake war merkten die zwei nicht . Als sie unsere wutentbrannten Gesichter sahen , wurden sie ganz klein mit Hut und blickten uns schuldbewusst mit ihren hammersüßen	Hundblicken	an . Chrissi und ich sahen uns an und lachten lauthals los .	Pl	Ind	Hund	e	0
http://www.atv-teile.de/angebote/anhaenger/quad-anhaenger.htm	c5904ac541aa3e66108f96571a3cdccbb716	2	zum Bestellen hier klicken ! Beispiele von verkauften Quad ATV Anhängern Anhänger gebremst , Plattform mit Reling Aufbau aus Edelstahl Länge : 285 cm ( 200 cm ) Breite : 130 cm ( 95 cm ) Leergewicht : 114 kg zul Gesamtgewicht : 650 kg Speziell für Quads in Handarbeit angefertigter Hundeanhänger Rahmen aus V 2 A Der Aufbau ist aus Salzwasser beständigem Aluminium der Aufbau war eine	Hundbox	. Speziell für Quads in Handarbeit angefertigter Anhänger der Aufbau kann für Ihre Bedürfnisse gebaut werden .	Sg	Ind	Hund	e	0
http://www.db-tierhilfe.de/hope1.php	c207f7c588ea0a41cf28ec6401374df1e530	9	Tag Pfötchen geben am 3 . Tag Sitz aber nur auf ihrer	Hunddecke	und nicht auf dem harten Boden ... so wie es sich halt für eine richtige Lady gehört ;-) am 4 Tag platz und auch alles auf hartem Boden . Die anfängliche scheu vor Hunden hat sie abgelegt mittlerweile freut Sie sich und jeder wird gleich zum Spielen aufgefordert ( Trotz angeleint zu sein ) Sie hört super deswegen geht sie bereits an der Schleppleine und ist auch dort sehr gut abrufbar es sei denn wir spielen so schön und der andere Hund geht weg dann vergisst sie zu hören und schließt sich lieber denn neuem Spielgefährten an .	Sg	Ind	Hund	e	0
http://www.michael-stoltenberg.de/lyrik.htm	eaac9f78049105de669c41e6abede53c13f2	58	8. Es wird bei uns niemand verhaftet , es sei denn mittriftigem Grund , zum Beispiel , weil er laut dachte , im Amt sei ein ganzkrummer Hund ! 9. Steht der	Hunddenker	dann vor dem Richter , so klagtman nicht : " Er hat gedacht " , man verklagt ihn vielmehr , er habe verkehrsmäßigwas falsch gemacht . 10. Die Richter in ihren Roben sind größtenteils schwerkriminell , ihresgleichen lassen sie laufen , Unschuldige strafen sie schnell !	Sg	Ind	Hund	e	0
